,term,abbr_by_first_letters
12587,B. subcutanea malleoli tibiae,BSMT
12588,Микулича сколиозометр,МС
12589,Нестерова проба,НП
12590,Obliquus abdominis internus,OAI
12591,Романо операция,РО
12596,млечный альвеолярный проточек,МАП
12598,Йонеску анестезия,ЙА
12603,молоко гуманизированное,МГ
12604,ангиит Зика,АЗ
12605,Гессельбаха связка,ГС
12606,электроника медицинская,ЭМ
12608,гипотензия артериальная эссенциальная,ГАЭ
12609,бета-клетка искусственная,БКИ
12613,Астахова проба,АП
12614,Мартина индекс,МИ
12615,антихолестеринемические средства,АС
12616,энтероцит бокаловидный,ЭБ
12617,отпуск по беременности и родам,ОПБИР
12618,Cuneocuboideum dorsale,CD
12619,меланоз трупный,МТ
12620,Купера лигатурная игла,КЛИ
12621,Anterior (n. auricularis magni),A(AM
12627,Трико синдром,ТС
12628,Принцметала стенокардия,ПС
12630,Школьникова симптом,ШС
12631,стержень улитки,СУ
12632,perspiratio sensibilis,PS
12633,фолликул волоса,ФВ
12634,Свифта синдром,СС
12636,остистый отросток,ОО
12637,сумка санитара,СС
12639,асимметрия мозговая,АМ
12643,Арнольда безымянный каналец,АБК
12646,диабет адреналиновый,ДА
12647,ген-маркер,ГМ
12648,эпителиома бархатистая,ЭБ
12649,пупочная вырезка,ПВ
12651,Линтона операция,ЛО
12652,Гарсена синдром,ГС
12654,WPW-синдром,WС
12655,мукофанероз внутрифолликулярный сально-железистый Браун-Фалько,МВСЖБФ
12659,пищевые привычки,ПП
12660,эвакуация воздушная,ЭВ
12662,Вилларе синдром,ВС
12664,хрящ эпифизарный,ХЭ
12668,косметологическая лечебница,КЛ
12669,симптом ягодичный,СЯ
12670,стигмы дегенеративные психические,СДП
12671,Fundiforme (dorsi pedis),F(P
12672,аксонный холмик,АХ
12673,нагрубание молочных желез,НМЖ
12674,антабусно-алкогольная реакция,ААР
12675,гередоатаксия мозжечковая,ГМ
12678,ямка желчного пузыря,ЯЖП
12679,паралич «я»,П«
12681,конъюнктивальное кольцо,КК
12682,Смолянова молоток,СМ
12683,Михайлова проба,МП
12685,Парро атрофия,ПА
12686,Харди-Вейнберга закон,ХВЗ
12689,задний канатик,ЗК
12692,эмалевые капли,ЭК
12694,эвакуационный пункт,ЭП
12700,жизненная емкость легких,ЖЕЛ
12702,Nervi hypoglossi,NH
12703,Чевидалли реакция,ЧР
12704,Шевкуненко разрез,ШР
12705,военно-врачебная комиссия (ВВК),ВВК(
12706,феномен отдачи,ФО
12708,Ландольта тенотомия,ЛТ
12709,переливание крови,ПК
12712,Энгельманна болезнь (G.,ЭБ(
12713,Янсена операция,ЯО
12714,ирригатор Жане,ИЖ
12718,ядро студенистое,ЯС
12720,Пика галлюцинации,ПГ
12721,ленти глобус,ЛГ
12723,запасы минеральных вод эксплуатационные,ЗМВЭ
12725,синдром коммоционно-контузионный,СКК
12726,Tarsi profunda,TP
12728,Образцова аускультация сердца,ОАС
12729,Di George,DG
12730,аденома тестикулярная тубулярная,АТТ
12733,Чокалтеу реактив,ЧР
12735,Brachiocephalicus truncus,BT
12737,область промежности,ОП
12741,B. infrapatellaris subcutanea,BIS
12742,"931. Lamina superficialis fasciae colli propriae,",9LSFCP
12743,атаксия рецессивная X-хромосомная,АРXХ
12744,Алибера болезнь,АБ
12746,Рота-Бернгардта болезнь,РББ
12747,синус аорты,СА
12749,"longitudinalis dextra (JNA),",LD(
12750,зубные ветви нижние,ЗВН
12751,бляшка старческая,БС
12753,синдром медиального кожного нерва плеча,СМКНП
12755,Сорези симптом,СС
12757,Mammaria interna,MI
12758,заболевание полиомиелитоподобное,ЗП
12759,узелок тифозный,УТ
12761,стоматологическая щетка,СЩ
12764,Оршанского симптом,ОС
12768,Шпитца-Холтера операция,ШХО
12769,Сапожкова операция,СО
12771,аллели ложные,АЛ
12772,Климова остеосинтез,КО
12773,Бреннера операция,БО
12774,лентиго срединно-лицевое Турена,ЛСЛТ
12775,Бриттена симптом,БС
12776,клиновидно-небная вырезка,КНВ
12777,пневмония эозинофильная,ПЭ
12778,медико-санитарный батальон,МСБ
12780,сандерсоновская подушка,СП
12782,Гамбургера туберкулоид,ГТ
12783,Дарье болезнь,ДБ
12784,сульфосалициловая кислота,СК
12785,g-аминомасляная,GА
12786,дистония торсионная симптоматическая,ДТС
