,term,abbr_by_first_letters
2346,С…РѕСЂРµСЏ РЅР°СЃР»РµРґСЃС‚РІРµРЅРЅР°СЏ,РҐРќ
2347,РЅРµСЂРІРЅС‹Р№ СѓР·РµР»,РќРЈ
2349,РўРµСЂРЅРѕРІСЃРєРѕРіРѕ РјРµС‚РѕРґ,РўРњ
2352,Р¤Р»РµРєСЃРЅРµСЂР° РґРёР·РµРЅС‚РµСЂРёСЏ,Р¤Р”
2353,РєРѕРЅРІРµРЅС†РёРё РјРµР¶РґСѓРЅР°СЂРѕРґРЅС‹Рµ РјРµРґРёС†РёРЅСЃРєРёРµ,РљРњРњ
2355,"Glottidis verum,",GV
2356,РѕРїСѓС…РѕР»СЊ РєР°Р»Р°Р±Р°СЂСЃРєР°СЏ,РћРљ
2357,Peroneus tertius,PT
2359,РІРµРЅРѕРїСѓРЅРєС†РёСЏ РѕС‚РєСЂС‹С‚Р°СЏ,Р’Рћ
2361,Р·РѕР± СЌРєР·РѕС„С‚Р°Р»СЊРјРёС‡РµСЃРєРёР№,Р—Р­
2362,Plantare rete venosum,PRV
2363,РіРёРіСЂРѕСЃРєРѕРїРёС‡РµСЃРєР°СЏ РїР°Р»РѕС‡РєР° РјРµРґРёС†РёРЅСЃРєР°СЏ,Р“РџРњ
2368,СЌРєСЃС‚РµСЂРёРѕСЂРёР·Р°С†РёСЏ РјР°С‚РєРё,Р­Рњ
2369,СЃРёРјРїС‚РѕРј С„РёСЃС‚СѓР»СЊРЅС‹Р№,РЎР¤
2370,Р±РѕР»РµРІР°СЏ С‚РѕС‡РєР° РњСЋСЃСЃРё,Р‘РўРњ
2372,Р·Р°РїСЏСЃС‚РЅС‹Р№ РєР°РЅР°Р»,Р—Рљ
2373,РџРѕС‚СЂРёРµ РјРёРєСЂРѕР°Р±СЃС†РµСЃСЃ,РџРњ
2377,РёРґРёРѕС‚РёСЏ РєСЃРµСЂРѕРґРµСЂРјРёС‡РµСЃРєР°СЏ,РРљ
2379,РїСѓСЃС‚СѓР»Р° СЃРёР±РёСЂРµСЏР·РІРµРЅРЅР°СЏ,РџРЎ
2381,Р°С„С„РµРєС‚РёРІРЅР°СЏ РёРЅРєРѕРЅС‚РёРЅРµРЅС†РёСЏ,РђР
2382,РЁРµРіСЂРµРЅР°-Р›Р°СЂСЃСЃРѕРЅР° СЃРёРЅРґСЂРѕРј,РЁР›РЎ
2384,"Submaxillares rami,",SR
2389,Р“РµРЅС‚РµСЂР° РїСЂРёР·РЅР°Рє,Р“Рџ
2390,РњРѕРІС€РѕРІРёС‡Р° РїСЂРёР·РЅР°Рє,РњРџ
2391,"Epicranius auricularis posterior,",EAP
2395,РЎРµР№РЅС‚Р° СЃРёРЅРґСЂРѕРј,РЎРЎ
2399,РєРѕРЅРµС‡РЅРѕ-РґРёР°СЃС‚РѕР»РёС‡РµСЃРєРёР№ РѕР±СЉРµРј,РљР”Рћ
2400,СѓР»РёС‚РєРѕРІС‹Р№ РїСЂРѕС‚РѕРє,РЈРџ
2401,Р§РµСЂРјР°РєР° РїСѓС‡РѕРє,Р§Рџ
2402,РєР°СЂР±РѕР»РѕРІР°СЏ РєРёСЃР»РѕС‚Р°,РљРљ
2404,С…РѕР»Р°РЅРіРёРѕС…РѕР»РµС†РёСЃС‚РѕРіСЂР°С„РёСЏ РІРЅСѓС‚СЂРёРІРµРЅРЅР°СЏ,РҐР’
2405,Р¤СЂРµРЅРєРЅРµСЂР° РѕРїРµСЂР°С†РёСЏ,Р¤Рћ
2406,РС‚РѕРЅР° Р°РіРµРЅС‚,РРђ
2409,Р§РµСЂРЅРёРєРѕРІР° РјРµС‚РѕРґ,Р§Рњ
2411,СЃРёСЃС‚РµРјР° РїРёСЂР°РјРёРґР°Р»СЊРЅР°СЏ РђРєСѓР»РёРЅРёС‡РµРІР°,РЎРџРђ
2418,РёР·РѕР°РЅС‚РёРіРµРЅ (-С‹),Р(Р«
2420,РїРѕСЃС‚ СЃР°РЅРёС‚Р°СЂРЅРѕРіРѕ С‚СЂР°РЅСЃРїРѕСЂС‚Р°,РџРЎРў
2422,РњР°Р»Р»РѕСЂРё РјРµС‚РѕРґС‹,РњРњ
2424,Aponeurosis plantaris,AP
2426,Р‘СѓС€РєРµ-Р¤РёС€РµСЂР° СЃРёРЅРґСЂРѕРј,Р‘Р¤РЎ
2431,Р­СЂРґРіРµР№РјР°-РЁС‚СѓРјРјРµ РјРµС‚РѕРґ,Р­РЁРњ
2432,РјРµРґСѓР·С‹ СЏРґРѕРІРёС‚С‹Рµ,РњРЇ
2433,РЎР°Р±СѓСЂРѕ СЃСЂРµРґС‹,РЎРЎ
2434,СЃРёСЃС‚РµРјР° Р°РЅС‚РёСЃРІРµСЂС‚С‹РІР°СЋС‰Р°СЏ РєСЂРѕРІРё,РЎРђРљ
2436,Aquaeductus vestibuli,AV
2438,СЃРѕСЃРѕС‡РєРѕРІС‹Р№ СЃР»РѕР№,РЎРЎ
2439,"lateralis (JNA),",L(
2444,Extensor carpi ulnaris,ECU
2445,С‚РёРї РІС‹СЃС€РµР№ РЅРµСЂРІРЅРѕР№ РґРµСЏС‚РµР»СЊРЅРѕСЃС‚Рё,РўР’РќР”
2446,РўРѕР№РЅР±Рё СЃРёРјРїС‚РѕРј,РўРЎ
2447,РјР°РЅРёР°РєР°Р»СЊРЅРѕРµ Р±СѓР№СЃС‚РІРѕ,РњР‘
2448,Р»РёС…РѕСЂР°РґРєР° Р±РІР°РјР±Р°,Р›Р‘
2452,Spinalis modioli,SM
2454,Diphyllobothrium latum,DL
2455,РґРµРіРµРЅРµСЂР°С†РёСЏ Р¶РµР»С‚РѕРіРѕ РїСЏС‚РЅР°,Р”Р–Рџ
2456,СЃРёРЅС†РёС‚РёР№ С‚СЂРѕС„РѕР±Р»Р°СЃС‚РёС‡РµСЃРєРёР№,РЎРў
2457,СЌРїРёР»РµРїС‚РёС‡РµСЃРєРёР№ СЌРєРІРёРІР°Р»РµРЅС‚,Р­Р­
2460,РџРёРЅСЊРѕР»СЏ РђРіРІР°РґРµ РіРёРїРѕРґРµСЂРјРёС‚,РџРђР“
2461,Р›РѕРЅРіРѕ Р·Р°Р¶РёРј,Р›Р—
2462,РЈР°Р№Р»Рё РѕРїРµСЂР°С†РёСЏ,РЈРћ
2463,Musculares (n. ischiadici),M(I
2464,СЂРµРєР»РёРЅР°С†РёСЏ РєР°С‚Р°СЂР°РєС‚С‹,Р Рљ
2465,Р»Р°С‚РµСЂРѕС„Р»РµРєСЃРёСЏ РјР°С‚РєРё,Р›Рњ
2467,Р‘СЂСѓРєР° СЃРёРЅРґСЂРѕРј,Р‘РЎ
2468,Р°РєСѓС€РµСЂСЃРєРѕРµ РёСЃСЃР»РµРґРѕРІР°РЅРёРµ,РђР
2469,Р»Р°Р±РёР»СЊРЅС‹Р№ С„Р°РєС‚РѕСЂ,Р›Р¤
2473,СЂРµС‡РµРІРѕР№ РЅР°РїРѕСЂ,Р Рќ
2474,СЃРѕСЃС†РµРІРёРґРЅР°СЏ СЏРјРєР°,РЎРЇ
2475,РјРѕР»Р»СЋСЃРє Р·Р°СЂР°Р·РёС‚РµР»СЊРЅС‹Р№,РњР—
2477,Р’РµР»Р°РЅРґРµСЂ Р±РѕР»РµР·РЅСЊ,Р’Р‘
2481,РІРµРЅС‚РёР»СЏС†РёРѕРЅРЅС‹Р№ РёРЅРґРµРєСЃ,Р’Р
2482,РЎРµР»СЊРґРёРЅРіРµСЂР° РјРµС‚РѕРґ,РЎРњ
2484,Р°РєСЂРѕРѕСЃС‚РµРѕРїР°С‚РёСЏ СЌРїРёРєРѕРЅРґРёР»СЏСЂРЅР°СЏ,РђР­
2486,Р±Р»РѕРє С‚Р°СЂР°РЅРЅРѕР№ РєРѕСЃС‚Рё,Р‘РўРљ
2487,С„РѕСЂРјРµРЅРЅС‹Рµ СЌР»РµРјРµРЅС‚С‹ РєСЂРѕРІРё,Р¤Р­Рљ
2490,РіР°Рј РјР°-РѕР±Р»СѓС‡Р°С‚РµР»СЊ,Р“РњРћ
2492,Colica dextra,CD
2493,Р‘СЂР°СѓРЅР° РіР°СЃС‚СЂРѕСЌРЅС‚РµСЂРѕСЃС‚РѕРјРёСЏ,Р‘Р“
2496,РџР°СЃС‚РµСЂРЅР°С†РєРѕРіРѕ СЃРёРјРїС‚РѕРј,РџРЎ
2497,РђР»СЊСЃС‚СЂРµРјР° СЃРёРЅРґСЂРѕРј,РђРЎ
2498,Caroticus intemus plexus venosus,CIPV
2501,Comitantes a. interosseae anterioris,CAIA
2503,СЃРёРЅРґСЂРѕРј РїР»РµС‡РµРІРѕРіРѕ СЃРїР»РµС‚РµРЅРёСЏ,РЎРџРЎ
2504,РјРѕР»РѕС‡РЅР°СЏ РєРёСЃР»РѕС‚Р°,РњРљ
2506,РєРѕР»РёС‚ РїРµСЂРµРїРѕРЅС‡Р°С‚С‹Р№,РљРџ
2507,РґР°СЂРІРёРЅРёР·Рј СЃРѕС†РёР°Р»СЊРЅС‹Р№,Р”РЎ
2511,СЌРЅС‚РµСЂРѕРїР°С‚РёСЏ РіР»СЋС‚РµРЅРѕРІР°СЏ,Р­Р“
2512,РјР°СЃС‚РёС‚ РєР°СЂС†РёРЅРѕРјР°С‚РѕР·РЅС‹Р№,РњРљ
2514,РђР±Р±Рё РїР»Р°СЃС‚РёРєР° РіСѓР±С‹,РђРџР“
2516,Р±РѕСЂРѕР·РґР° РґР»РёРЅРЅРѕР№ РјР°Р»РѕР±РµСЂС†РѕРІРѕР№ РјС‹С€С†С‹,Р‘Р”РњРњ
2517,Р›Р°СЂСЂРµСЏ РїСЂРѕРєРѕР» РїРµСЂРёРєР°СЂРґР°,Р›РџРџ
2521,СЃР°РіРёС‚С‚Р°Р»СЊРЅС‹Р№ СЃРёРЅСѓСЃ РІРµСЂС…РЅРёР№,РЎРЎР’
2522,РІРєР»РёРЅРµРЅРёРµ РјРѕР·РіР°,Р’Рњ
2523,РєР°Р»РёР±СЂРѕРјРµС‚СЂРёСЏ СЃРѕСЃСѓРґРѕРІ СЃРµС‚С‡Р°С‚РєРё,РљРЎРЎ
2526,РјРµР¶РЅРµР№СЂРѕРЅРЅС‹Рµ СЃРІСЏР·Рё,РњРЎ
2527,РЅРѕСЃРѕРІР°СЏ СЂР°РєРѕРІРёРЅР° СЃР°РјР°СЏ РІРµСЂС…РЅСЏСЏ,РќР РЎР’
2529,РјРµР¶РІРѕСЂСЃРёРЅС‡Р°С‚С‹Рµ Р»Р°РєСѓРЅС‹,РњР›
2531,Р“Р»Р°Р·РµСЂР° СЃРёРЅРґСЂРѕРј,Р“РЎ
2532,Spirocerca lupi,SL
2536,Р°СЂС‚РµСЂРёРѕР»РёС‚ РЅРµРєСЂРѕС‚РёР·РёСЂСѓСЋС‰РёР№,РђРќ
2539,СЃРїРёСЃРѕРє Р‘,РЎР‘
2540,РёРЅС‚СѓРёС†РёСЏ Р±СЂРµРґРѕРІР°СЏ,РР‘
2543,РґРёР°Р±РµС‚ Р»Р°Р±РёР»СЊРЅС‹Р№,Р”Р›
2544,СЃРёРјРїС‚РѕРј Р·СѓР±С‡Р°С‚РѕРіРѕ РєРѕР»РµСЃР°,РЎР—Рљ
2545,Depressor capitis supercilii,DCS
2547,РјРёРєСЂРѕ Р±СЂР°С…РёС†РµС„Р°Р»РёСЏ,РњР‘
2551,РіРµС‚РµСЂРѕРіРµРЅРёР·Р°С†РёСЏ РѕРїСѓС…РѕР»Рё РёСЃРєСѓСЃСЃС‚РІРµРЅРЅР°СЏ,Р“РћР
2552,РєСЂРµСЃС‚С†РѕРІС‹Рµ РѕС‚РІРµСЂСЃС‚РёСЏ С‚Р°Р·РѕРІС‹Рµ,РљРћРў
2556,Р СѓРґР¶Рё РѕРїРµСЂР°С†РёСЏ,Р Рћ
2558,РІРѕР·РІС‹С€РµРЅРёРµ Р»Р°РґСЊРё,Р’Р›
2559,РїРѕРІРµСЂС…РЅРѕСЃС‚РЅРѕ-Р°РєС‚РёРІРЅРѕРµ РІРµС‰РµСЃС‚РІРѕ Р»РµРіРєРёС…,РџРђР’Р›
2560,Metatarseum transversum superficiale,MTS
2565,Vag. tendinis m. flexoris hallucis longi,VTMFHL
2566,Phrenicae thoracicae,PT
2567,Cardiaci caudales,CC
2568,"Р·РЅР°С…Р°СЂСЊ, Р·РЅР°С…Р°СЂРєР°",Р—Р—
2569,РєРѕСЌС„С„РёС†РёРµРЅС‚ РІРµРЅС‚РёР»СЏС†РёРё,РљР’
2570,РјРѕР·Р¶РµС‡РєРѕРІРѕ-РјРѕСЃС‚РѕРІРѕР№ СѓРіРѕР»,РњРњРЈ
2571,С…СЂСѓСЃС‚Р°Р»РёРєРѕРІР°СЏ Р·РІРµР·РґР°,РҐР—
2573,Transversum scapulae superius,TSS
2575,Р»РёС…РѕСЂР°РґРєР° РјРѕР»РґР°РІСЃРєРѕ-РІР°Р»Р°С…СЃРєР°СЏ,Р›РњР’
2577,РЁС‚СЂР°СѓСЃСЃР° СЃРёРјРїС‚РѕРј,РЁРЎ
2579,РїРµС‚Р»СЏ РЅРµС„СЂРѕРЅР°,РџРќ
2580,РІРѕР»РЅР° РѕР¶РёРґР°РЅРёСЏ,Р’Рћ
2590,РѕС‚РЅРѕСЃРёС‚РµР»СЊРЅР°СЏ Р±РёРѕР»РѕРіРёС‡РµСЃРєР°СЏ СЌС„С„РµРєС‚РёРІРЅРѕСЃС‚СЊ РёР·Р»СѓС‡РµРЅРёСЏ,РћР‘Р­Р
2591,Р РµРЅР°РЅРґРµСЂР°-РњСЋР»Р»РµСЂР° Р±РѕР»РµР·РЅСЊ,Р РњР‘
2593,РґРµР·РёРЅС„РµРєС†РёРѕРЅРЅР°СЏ СЃС‚Р°РЅС†РёСЏ,Р”РЎ
2594,С€Р°РЅРєСЂ Р»РёРјС„РѕРіСЂР°РЅСѓР»РµРјР°С‚РѕР·РЅС‹Р№,РЁР›
2596,РЎРёРјРѕРЅСЃР° Р±РѕР»РµР·РЅСЊ,РЎР‘
2599,РїР°РїРёР»Р»РёС‚ РЅРµРєСЂРѕС‚РёС‡РµСЃРєРёР№,РџРќ
2600,РјСЋР»Р»РµСЂРѕРІСЃРєРёРµ РєР»РµС‚РєРё,РњРљ
2604,Р·Р°С‚С‹Р»РѕС‡РЅС‹Р№ РІС‹СЃС‚СѓРї РЅР°СЂСѓР¶РЅС‹Р№,Р—Р’Рќ
2606,РџР°РіРµРЅС€С‚РµС…РµСЂР° Р»РѕР¶РµС‡РєР°,РџР›
2609,РЅР°РґРїРѕРґСЉСЏР·С‹С‡РЅР°СЏ РІРµС‚РІСЊ,РќР’
2610,Conoides pars,CP
2615,РўРѕРјР°Р№РµСЂР° РїСЂРёР·РЅР°Рє,РўРџ
2616,Nove-Josserand,NJ
2619,Р”Р¶РµРєСЃРѕРЅР° Р»Р°СЂРёРЅРіСЌРєС‚РѕРјРёСЏ,Р”Р›
2620,РјР°СЂР»СЏ СЂР°СЃСЃР°СЃС‹РІР°СЋС‰Р°СЏСЃСЏ,РњР 
2621,Cutaneus antebrachii lateralis,CAL
2623,Р‘Р»РµР№Р»РµСЂР° СЃРёРЅС‚РѕРЅРёСЏ,Р‘РЎ
2627,РјРёРєСЂРѕР»РёС‚РёР°Р· Р»РµРіРѕС‡РЅС‹Р№ Р°Р»СЊРІРµРѕР»СЏСЂРЅС‹Р№,РњР›Рђ
2628,РјРµР¶С‡РµР»СЋСЃС‚РЅР°СЏ РѕР±Р»Р°СЃС‚СЊ,РњРћ
2629,Р°Р»СЊРІРµРѕР»СЏСЂРЅС‹Р№ РѕС‚СЂРѕСЃС‚РѕРє,РђРћ
2632,РіР»РёСЃСЃРѕРЅРѕРІР° СЃСѓРјРєР°,Р“РЎ
2635,Р»РµР№РѕРјРёРѕРјР° Р·Р»РѕРєР°С‡РµСЃС‚РІРµРЅРЅР°СЏ,Р›Р—
2636,С‚СЂРѕРјР±РѕСЌРјР±РѕР»РёСЏ Р»РµРіРѕС‡РЅРѕР№ Р°СЂС‚РµСЂРёРё,РўР›Рђ
2637,Р¦СѓРєРєРµСЂРєР°РЅРґР»СЏ РёР·РІРёР»РёРЅР°,Р¦Р
2644,СЌРЅСѓРєР»РµР°С†РёСЏ РіР»Р°Р·Р°,Р­Р“
2645,Pampiniformis plexus,PP
2647,СЃРёРЅРґСЂРѕРј Р±Р»РѕРєР°,РЎР‘
2648,РёРЅРІРѕР»СЋС†РёРѕРЅРЅС‹Р№ РїРµСЂРёРѕРґ,РРџ
2649,РїР»Р°Р·РјРѕС†РёС‚РѕРјР° РєРѕР¶Рё,РџРљ
2650,РјРёРєСЂРѕРїРѕСЂР°РґРµРЅРёС‚ РїРѕРґРѕСЃС‚СЂС‹Р№,РњРџ
2651,РЅРµРІСЂРѕРїР°С‚РёСЏ СЂРµС‚РёРєСѓР»СЏСЂРЅР°СЏ СЃРµРЅСЃРѕСЂРЅР°СЏ РЅР°СЃР»РµРґСЃС‚РІРµРЅРЅР°СЏ,РќР РЎРќ
2654,Р‘РµСЂР¶Рµ Р°РјРїСѓС‚Р°С†РёСЏ,Р‘Рђ
2655,Р“СѓРЅРЅР° СЃРёРјРїС‚РѕРј,Р“РЎ
2657,РіРѕР»РѕРІРєР° РїРѕРґР¶РµР»СѓРґРѕС‡РЅРѕР№ Р¶РµР»РµР·С‹,Р“РџР–
2658,РїР°СЂР°С„СЂРµРЅРёСЏ РёРЅРІРѕР»СЋС†РёРѕРЅРЅР°СЏ,РџР
2661,СЃРёРјРїС‚РѕРј Р»РѕР¶РЅС‹С… СѓР·РЅР°РІР°РЅРёР№,РЎР›РЈ
2662,РіРµРЅРµС‚РёС‡РµСЃРєРёР№ РіСЂСѓР·,Р“Р“
2663,Р“Р°СЃСЃРµСЂР° СЃРёРЅРґСЂРѕРј,Р“РЎ
2664,С‚СЂСѓР±РєР° С‚СЂР°С…РµРѕС‚РѕРјРёС‡РµСЃРєР°СЏ,РўРў
2665,РґРµС‚СЃРєР°СЏ РїР»РѕС‰Р°РґРєР°,Р”Рџ
2668,РєР»РµС‚С‡Р°С‚РєР° РѕРєРѕР»РѕРѕР±РѕРґРѕС‡РЅР°СЏ,РљРћ
2669,РєСЂС‹Р»РѕРІРёРґРЅС‹Р№ РѕС‚СЂРѕСЃС‚РѕРє,РљРћ
2670,"inferior (BNA,",I(
2671,Р‘РµСЂРµРЅС€С‚РµР№РЅР° СЃРїРѕСЃРѕР±,Р‘РЎ
2672,Р›РµР№РЅР° РјРµС‚РѕРґ,Р›Рњ
2673,Р“Р°Р№СЏСЂР° РїСЂРёР·РЅР°Рє,Р“Рџ
2675,РљСѓСЂР»РёРЅРіР° РѕСЃС‚СЂР°СЏ С‚СЂРѕС„РёС‡РµСЃРєР°СЏ СЏР·РІР°,РљРћРўРЇ
2676,B. subcutanea tuberositatis tibiae,BSTT
2677,СЃРёРЅСѓСЃ РјР°Р»РѕРіРѕ РєСЂС‹Р»Р°,РЎРњРљ
2679,"Naviculare accessorium os,",NAO
2681,РЅРµР№СЂРѕС„РёР±СЂРѕРјР° Р·Р»РѕРєР°С‡РµСЃС‚РІРµРЅРЅР°СЏ,РќР—
2682,СЂРѕР·Р°С†РµР°-Р±Р»РµС„Р°СЂРёС‚,Р Р‘
2683,Р­СЂР»РёС…Р° РєР»РµС‚РєР°,Р­Рљ
2687,Р¶РµР»РµР·РёСЃС‚С‹Рµ РІРµС‚РІРё,Р–Р’
2688,Palatina externa,PE
2689,Р±РµС‚Р°-РіР»РѕР±СѓР»РёРЅС‹,Р‘Р“
2690,Р°РєСЂРѕРґРёСЃС…СЂРѕРјР°С‚РѕР· СЃРёРјРјРµС‚СЂРёС‡РЅС‹Р№ РЅР°СЃР»РµРґСЃС‚РІРµРЅРЅС‹Р№,РђРЎРќ
2691,Intercostalis interna membrana,IIM
2696,РїСЃРµРІРґРѕСѓР·РµР»РєРё РїРµРІС†РѕРІ,РџРџ
2699,Р‘РµСЂРєРёС‚С‚Р° Р»РёРјС„РѕСЃР°СЂРєРѕРјР°,Р‘Р›
2700,Р»РµРіРєРѕРµ С‚СЂР°РЅСЃРїР»Р°РЅС‚Р°С†РёРѕРЅРЅРѕРµ,Р›Рў
2701,С‚СЂРµРЅРёСЂРѕРІРєР° РєРѕР»Р»Р°С‚РµСЂР°Р»РµР№,РўРљ
2703,РїРѕР»РёРї СЂРµС‚СЂРѕРЅР°Р·Р°Р»СЊРЅС‹Р№,РџР 
2704,РџРµРґСЂРѕР·Рѕ Р±РѕР»РµР·РЅСЊ,РџР‘
2706,РЁРѕСѓРїР° С„РёР±СЂРѕРјР°,РЁР¤
2708,РЎРђРў-Р·РѕРЅС‹,РЎР—
2709,СЃС‚РѕРїР° РІР°Р»СЊРіСѓСЃРЅР°СЏ,РЎР’
2710,РєР»РµС‚РѕС‡РЅР°СЏ С‚РµРѕСЂРёСЏ,РљРў
2711,РїРѕР»СЏ С„РёР»СЊС‚СЂР°С†РёРё,РџР¤
2713,РіР»Р°РЅРґСѓР»РѕС†РёС‚ СЏРёС‡РєР°,Р“РЇ
2714,РєР»СЋС‡РёС‡РЅР°СЏ РІРµС‚РІСЊ,РљР’
2717,Chorioideae minores,CM
2718,Р¤РёРЅРЅРµР№-Р­Р»РµРєРєРµСЂР°-Р¤РёРЅРЅРµСЏ.. Р¤РёРЅСЃС‚РµСЂРµСЂ,Р¤Р­Р¤Р¤
2720,СЃРёРјРїС‚РѕРј РєРѕР·С‹СЂСЊРєР°,РЎРљ
2721,РјРёРєСЂРѕРіР»РёР°Р»СЊРЅР°СЏ Р·РІРµР·РґР°,РњР—
2722,СЌР»РµРјРµРЅС‚ РєРѕР¶РЅРѕР№ СЃС‹РїРё РІС‚РѕСЂРёС‡РЅС‹Р№,Р­РљРЎР’
2723,РјРµС‚РёР»РµРЅРѕРІС‹Р№ СЃРёРЅРёР№ Р›РµС„С„Р»РµСЂР°,РњРЎР›
2724,"F. abdominis interna profunda,",FAIP
2726,РѕР±РµСЃС„С‚РѕСЂРёРІР°РЅРёРµ РІРѕРґС‹,РћР’
2727,РњР°СЃСЃРѕРЅР° РєР»РµС‚РєР°,РњРљ
2729,РґРІСѓС…СЃС‚Р°РєР°РЅРЅР°СЏ РїСЂРѕР±Р°,Р”Рџ
2730,Р¶РµР»С‚СѓС…Р° Р°С…РѕР»РёС‡РµСЃРєР°СЏ,Р–Рђ
2733,Р±СЂР°РґРёР°СЂРёС‚РјРёСЏ РјРµСЂС†Р°С‚РµР»СЊРЅР°СЏ,Р‘Рњ
2735,B. tendinis m. tricipitis surae,BTMTS
2736,РјРµР¶Р¶РµР»СѓРґРѕС‡РєРѕРІР°СЏ РґРёСЃСЃРѕС†РёР°С†РёСЏ,РњР”
2737,Temporales profundi,TP
2738,Р°РґРµРЅРѕРјР° СЃР»РѕР¶РЅР°СЏ,РђРЎ
2739,СЃРёРЅР°РїС‚РёС‡РµСЃРєРёР№ РїСѓР·С‹СЂРµРє,РЎРџ
2740,РїРµРЅСЃРёРѕРЅРЅРѕРµ РѕР±РµСЃРїРµС‡РµРЅРёРµ,РџРћ
2742,Р»РµР№РєРµРјРёСЏ РјРёРµР»РѕРёРґРЅР°СЏ,Р›Рњ
2744,СЃРёРјРїС‚РѕРј Р·Р°РЅР°РІРµСЃР°,РЎР—
2745,РѕС‡РёСЃС‚РєР° РІС‹Р±СЂРѕСЃРѕРІ РІ Р°С‚РјРѕСЃС„РµСЂСѓ,РћР’Р’Рђ
2748,РЅР°С„С‚Р°-РЅР°С„С‚Р°Р»Р°РЅ,РќРќ
2749,РїР°СЂР°Р»РёС‡ РґРµС‚СЃРєРёР№ СЃРїРёРЅР°Р»СЊРЅС‹Р№ Р°С‚СЂРѕС„РёС‡РµСЃРєРёР№ РѕСЃС‚СЂС‹Р№,РџР”РЎРђРћ
2750,РїСЃРµРІРґРѕС…РёР°Р·РјР° РјРµР¶С…СЂРѕРјРѕСЃРѕРјРЅР°СЏ,РџРњ
2752,Р“СЂРёР·РµРЅРґРё РІРµРЅРѕСЌРєСЃС‚СЂР°РєС‚РѕСЂ,Р“Р’
2758,С‰РµР»СЊ РїСЂРµРґРґРІРµСЂРёСЏ,Р©Рџ
2760,РЅРѕСЃРѕРІРѕР№ СѓРєР°Р·Р°С‚РµР»СЊ,РќРЈ
2761,РєРѕР»Рё-Р±Р°С†РёР»Р»РµР·,РљР‘
2762,Rhomboideus minor,RM
2763,РїРѕС‡РєР° РјРёРµР»РѕРјРЅР°СЏ,РџРњ
2764,РїР°С…РѕРІРѕРµ РєРѕР»СЊС†Рѕ РЅР°СЂСѓР¶РЅРѕРµ,РџРљРќ
2765,РЅР°Р»РѕР±РЅС‹Р№ РѕСЃРІРµС‚РёС‚РµР»СЊ,РќРћ
2766,РЁСѓРјР°РєРµСЂР° Р°РЅР°СЃС‚РѕРјРѕР·,РЁРђ
2768,СЌСЂРёС‚РµРјРЅР°СЏ Р»Р°РјРїР°,Р­Р›
2769,РљРѕСЃС‚РµС‡РєРё РѕРїРµСЂР°С†РёСЏ,РљРћ
2775,СЃРёРЅРґСЂРѕРј РЅРµР№СЂРѕРєСѓС‚Р°РЅРЅС‹Р№,РЎРќ
2779,Calcaneocuboideum dorsale,CD
2781,РѕРєРѕР»РѕСЃРѕСЃС†РµРІРёРґРЅС‹Р№ РѕС‚СЂРѕСЃС‚РѕРє,РћРћ
2785,РЎР°Р±СЂР°Р·Рµ СЃРёРјРїС‚РѕРј,РЎРЎ
2787,РЅРµРѕС‚Р»РѕР¶РЅС‹Рµ РјРµСЂРѕРїСЂРёСЏС‚РёСЏ РјРµРґРёС†РёРЅСЃРєРѕР№ РїРѕРјРѕС‰Рё,РќРњРњРџ
2788,СЏРіРѕРґРёС‡РЅР°СЏ Р»РёРЅРёСЏ,РЇР›
2789,Cerebri posterior,CP
2790,Radiocarpeum palmare,RP
2792,Р”Р°СЂР»РёРЅРіР° Р±РѕР»РµР·РЅСЊ,Р”Р‘
2794,РґРёРІРµСЂРіРµРЅС†РёСЏ РІРѕР·Р±СѓР¶РґРµРЅРёСЏ,Р”Р’
2799,СЃР°РЅРёС‚Р°СЂРЅС‹Р№ РєР°СЂР°РІР°РЅ,РЎРљ
2800,СЌРїРёС‚РµР»РёРѕС†РёС‚ С€РёРїРѕРІР°С‚С‹Р№,Р­РЁ
2803,РіСЂР°РЅСѓР»РµРјР° РјРѕС‡РµРІР°СЏ РїРµСЂРёРїРµР»СЊРІРёРєР°Р»СЊРЅР°СЏ,Р“РњРџ
2804,СЂР°СЂРµС„РёРєР°С†РёСЏ РєРѕСЃС‚Рё,Р Рљ
2807,Articulares temporomandibulares,AT
2812,Centralis retinae,CR
2813,Р±РѕСЂРѕР·РґРѕРІС‹Рµ РІРґР°РІР»РµРЅРёСЏ,Р‘Р’
2816,"Aponeurosis pharyngis,",AP
2819,Р°РґР°РјРѕРІРѕ СЏР±Р»РѕРєРѕ,РђРЇ
2820,С…РёРЅРЅР°СЏ РїСЂРѕР±Р° Р‘СЂР°РјР°,РҐРџР‘
2821,РЁС‚СЂСЋР±РёРЅРіР°-РњР°СЂРєРёР°С„Р°РІС‹ Р±РѕР»РµР·РЅСЊ,РЁРњР‘
2822,РіРµРєСЃРѕРєРёРЅР°Р·РЅР°СЏ СЂРµР°РєС†РёСЏ,Р“Р 
2824,РїРѕР»РёС…СЂРѕРјР°С‚РёС‡РµСЃРєРёРµ С‚Р°Р±Р»РёС†С‹,РџРў
2825,Parotideae anteriores,PA
2827,РїРѕСЃРјРµСЂС‚РЅС‹Рµ РёР·РјРµРЅРµРЅРёСЏ,РџР
2829,СЃС‚СЂР°РЅРµ С‡СѓРґРµСЃВ»,РЎР§
